ScannerAge,OperatingHours,ScansPerformed,DaysSinceMaintenance,TubeWear,HeatLoad,TubeArcs,FilamentCurrent,FocalSpotDrift,GantryVibration,BearingTemperature,DetectorTemperature,DetectorDropouts,SNR,CoolantFlow,CoolantTemperature,ChillerCycles,Voltage,UPSHealth,WarningCodes,ErrorCodes,HealthScore,RULDays,FailureProbability,ComponentAtRisk
5.2,10261.0,31626.0,168,32.2,43.4,6,4.43,0.38,0.25,42.2,29.1,0,31.1,5.1,26.9,84,404.5,79.8,6,2,48.7,162.0,0.47,Coolant Loop Unit
1.3,2386.0,6307.0,129,7.7,23.6,2,4.26,0.16,0.09,41.5,25.2,1,32.1,7.0,24.5,75,389.9,95.4,2,0,76.6,263.0,0.25,Coolant Loop Unit
4.5,8942.0,34622.0,106,32.0,34.6,7,4.38,0.38,0.31,41.4,25.6,2,27.1,6.2,31.1,95,400.9,81.8,5,2,43.3,141.0,0.56,Coolant Loop Unit
1.8,3676.0,9693.0,65,22.9,33.9,3,4.33,0.22,0.12,35.4,28.0,0,29.2,7.3,26.2,79,405.2,91.5,4,0,70.9,238.0,0.28,Coolant Loop Unit
9.8,24096.0,83668.0,122,98.0,93.3,22,5.46,0.97,0.66,48.1,32.0,3,20.1,4.8,44.3,121,401.8,69.1,21,3,5.0,18.0,0.92,X-Ray Tube Anode
11.4,25387.0,79203.0,62,98.0,97.0,22,5.3,1.07,0.75,54.1,34.0,2,24.1,5.9,43.7,119,409.5,56.2,20,6,5.0,14.0,0.96,X-Ray Tube Anode
1.3,3175.0,9870.0,103,37.5,41.3,8,4.76,0.43,0.22,34.0,26.9,1,29.3,6.1,26.0,72,405.7,98.3,6,1,47.1,159.0,0.57,X-Ray Tube Anode
11.5,26381.0,92844.0,60,98.0,85.7,21,5.42,0.93,0.88,45.4,30.9,0,22.6,4.4,45.2,127,414.8,61.4,18,9,5.0,13.0,0.94,X-Ray Tube Anode
6.5,12230.0,31806.0,46,48.1,46.7,10,5.05,0.56,0.36,45.6,28.0,2,25.6,5.9,29.2,83,412.7,79.6,7,0,38.3,126.0,0.64,X-Ray Tube Anode
3.9,9133.0,30967.0,5,26.3,42.2,5,4.59,0.3,0.44,45.5,28.2,2,29.7,7.0,26.9,77,404.0,88.6,7,3,42.1,145.0,0.59,Coolant Loop Unit
1.4,2758.0,10087.0,113,10.4,36.5,4,4.49,0.19,0.19,39.3,25.0,2,33.2,6.5,28.6,86,406.6,93.8,4,1,63.4,215.0,0.36,Coolant Loop Unit
6.3,14062.0,52625.0,150,58.6,63.9,10,4.96,0.56,0.33,38.3,30.4,0,27.1,4.9,34.6,96,398.3,75.1,6,2,35.5,121.0,0.68,X-Ray Tube Anode
9.6,19647.0,54142.0,70,69.1,70.7,13,5.08,0.67,0.47,40.3,27.1,1,27.2,5.8,34.3,99,403.3,64.3,11,1,21.5,77.0,0.75,X-Ray Tube Anode
8.6,21565.0,82941.0,160,82.3,78.7,17,5.36,0.88,0.58,45.8,29.9,2,26.6,5.0,41.6,112,405.4,68.8,14,4,5.0,18.0,0.95,X-Ray Tube Anode
1.1,2138.0,7451.0,11,11.2,19.6,3,4.43,0.21,0.22,41.0,23.7,1,34.3,8.0,22.1,62,395.6,91.7,2,0,70.7,239.0,0.29,Coolant Loop Unit
1.3,2671.0,10209.0,138,6.5,29.1,3,4.31,0.12,0.08,35.0,26.0,0,31.8,6.4,27.8,83,412.2,95.5,2,1,72.1,241.0,0.29,Coolant Loop Unit
5.1,12584.0,40619.0,167,44.5,53.2,9,4.76,0.51,0.23,42.9,29.7,0,28.4,5.1,32.5,89,396.9,79.8,6,1,43.3,149.0,0.54,Coolant Loop Unit
3.9,7080.0,23455.0,98,34.6,47.4,8,4.7,0.38,0.22,37.0,27.8,1,31.5,6.5,29.5,86,402.5,85.9,5,0,50.4,181.0,0.51,X-Ray Tube Anode
3.2,7257.0,28149.0,31,18.8,41.1,4,4.32,0.23,0.09,35.3,27.8,0,28.7,7.5,28.3,86,398.5,87.3,2,2,66.4,230.0,0.3,Coolant Loop Unit
3.7,8611.0,33153.0,12,25.7,43.7,4,4.4,0.39,0.2,41.4,27.0,0,30.6,6.8,29.9,83,411.8,88.7,3,1,59.2,194.0,0.42,Coolant Loop Unit
9.7,23235.0,73706.0,108,94.4,91.7,20,5.55,0.99,0.62,47.6,33.6,0,20.8,4.2,42.4,113,389.0,66.5,18,4,5.0,7.0,0.94,X-Ray Tube Anode
11.2,27765.0,80842.0,80,98.0,97.1,21,5.66,0.98,0.8,51.7,34.2,1,21.3,5.2,42.6,117,389.8,58.0,16,3,5.0,13.0,0.96,X-Ray Tube Anode
5.2,12809.0,39575.0,166,53.7,67.4,11,4.7,0.59,0.47,43.5,29.3,0,28.9,5.1,38.6,110,395.2,81.2,8,1,29.0,91.0,0.7,X-Ray Tube Anode
10.9,20155.0,62112.0,67,78.8,76.8,15,5.05,0.81,0.64,46.7,30.7,0,23.2,5.6,39.3,107,397.0,54.3,16,3,5.0,11.0,0.93,X-Ray Tube Anode
4.2,9970.0,29214.0,52,37.4,38.4,7,4.82,0.46,0.22,40.9,27.5,0,30.4,7.5,27.6,86,400.4,83.0,6,1,52.6,167.0,0.51,X-Ray Tube Anode
6.0,13467.0,39094.0,133,62.0,62.5,11,5.02,0.62,0.38,44.8,32.2,0,24.5,4.7,32.0,91,389.8,78.9,6,2,29.5,101.0,0.74,X-Ray Tube Anode
3.1,6983.0,26478.0,139,34.8,50.1,8,4.72,0.46,0.24,41.0,29.8,1,29.9,5.7,32.4,89,402.0,85.3,6,1,45.5,149.0,0.52,Coolant Loop Unit
7.9,14865.0,38719.0,25,59.9,52.5,11,5.05,0.66,0.43,42.5,26.6,1,29.4,6.8,32.1,87,389.6,73.8,6,0,36.6,119.0,0.64,X-Ray Tube Anode
11.8,26516.0,93243.0,35,98.0,79.7,20,5.34,0.97,0.74,50.6,29.9,0,21.8,6.5,37.8,108,401.1,54.0,16,4,5.0,14.0,0.97,X-Ray Tube Anode
7.4,18509.0,51071.0,163,74.3,63.4,19,5.14,0.74,0.41,48.7,28.8,1,26.4,5.1,36.9,106,409.5,73.9,11,1,14.4,46.0,0.85,X-Ray Tube Anode
4.6,11252.0,33945.0,22,39.2,52.1,7,4.71,0.49,0.26,36.4,28.4,0,30.0,6.5,30.2,82,406.9,82.4,8,1,47.1,159.0,0.53,X-Ray Tube Anode
7.9,16754.0,43430.0,165,65.8,66.1,12,4.86,0.68,0.46,50.9,30.0,0,25.1,5.1,37.1,101,397.2,74.4,8,0,26.0,81.0,0.75,X-Ray Tube Anode
1.9,3498.0,10161.0,96,10.1,24.4,3,4.37,0.16,0.01,35.5,26.8,0,32.0,7.2,20.8,66,395.1,90.6,5,1,65.9,229.0,0.35,Coolant Loop Unit
10.7,22014.0,80408.0,117,87.2,73.2,18,5.43,0.87,0.69,49.6,32.7,1,21.4,5.7,39.4,108,420.6,60.9,17,6,5.0,18.0,0.94,X-Ray Tube Anode
6.3,14950.0,57221.0,20,56.2,64.0,9,4.82,0.64,0.34,45.3,29.7,0,29.9,6.9,32.6,98,405.5,81.0,8,0,34.4,119.0,0.67,X-Ray Tube Anode
5.7,12985.0,36776.0,106,56.1,55.7,12,4.9,0.52,0.45,38.7,28.3,1,25.9,5.1,34.7,96,405.2,83.2,8,2,28.3,94.0,0.71,X-Ray Tube Anode
7.2,15355.0,49063.0,4,68.0,62.9,14,5.05,0.69,0.51,50.3,30.3,0,25.0,6.1,37.1,103,408.1,68.0,12,3,14.1,53.0,0.85,X-Ray Tube Anode
7.7,14129.0,45292.0,18,53.5,60.5,12,4.8,0.63,0.38,49.0,30.9,0,26.3,6.8,35.3,96,404.6,67.7,8,1,27.3,95.0,0.71,X-Ray Tube Anode
1.3,2782.0,10600.0,51,5.0,24.7,3,4.36,0.14,0.2,42.8,25.8,0,32.0,7.4,24.6,77,404.5,98.6,6,0,70.0,239.0,0.29,Coolant Loop Unit
8.4,17772.0,64763.0,20,76.8,71.0,17,5.02,0.8,0.58,41.5,29.9,0,25.6,6.2,38.2,111,402.9,73.3,14,5,5.0,22.0,0.96,X-Ray Tube Anode
3.3,8041.0,26292.0,122,33.6,46.4,5,4.8,0.46,0.24,42.6,26.6,2,30.0,5.7,33.8,105,402.6,89.9,7,1,47.5,153.0,0.49,Coolant Loop Unit
8.7,19588.0,68677.0,137,75.4,68.2,14,5.2,0.82,0.54,51.8,28.5,1,23.7,5.3,37.0,103,397.8,68.2,13,4,5.0,18.0,0.92,X-Ray Tube Anode
10.0,20099.0,75794.0,80,91.4,89.9,22,5.16,0.9,0.67,54.5,33.1,2,20.9,4.9,44.5,120,399.4,64.1,17,4,5.0,14.0,0.95,X-Ray Tube Anode
9.7,21126.0,53116.0,154,80.0,70.6,15,5.41,0.81,0.63,44.7,31.4,0,26.7,5.1,35.1,98,412.3,60.5,17,4,5.0,13.0,0.95,X-Ray Tube Anode
6.9,12654.0,39281.0,102,34.7,37.4,6,4.64,0.46,0.47,48.4,27.6,0,30.7,6.7,26.3,79,406.9,73.7,5,1,48.6,169.0,0.49,Coolant Loop Unit
6.5,16080.0,62084.0,25,58.7,66.7,12,4.8,0.67,0.29,46.7,31.7,1,23.8,6.3,38.4,104,393.5,79.0,11,0,30.6,111.0,0.73,X-Ray Tube Anode
2.1,4398.0,15878.0,169,30.5,45.5,6,4.73,0.37,0.18,38.9,29.7,2,29.2,5.7,30.1,86,407.5,91.2,5,0,53.4,188.0,0.45,Coolant Loop Unit
9.4,20100.0,66615.0,59,77.9,68.2,20,5.21,0.8,0.46,40.8,28.1,0,26.6,5.8,35.2,98,399.5,68.8,12,4,5.0,17.0,0.94,X-Ray Tube Anode
3.6,7419.0,24441.0,45,25.6,30.2,4,4.24,0.34,0.25,42.9,26.2,0,33.2,7.8,24.2,73,394.1,89.5,4,0,61.4,207.0,0.37,Coolant Loop Unit
6.2,14149.0,42755.0,41,56.8,66.5,13,4.8,0.68,0.48,48.8,30.6,1,25.5,6.5,33.7,91,403.4,80.1,9,1,23.5,86.0,0.78,X-Ray Tube Anode
3.8,8532.0,27991.0,38,42.2,55.1,7,4.75,0.53,0.42,43.7,28.5,1,29.6,6.4,32.0,98,393.3,87.2,6,2,40.3,132.0,0.63,X-Ray Tube Anode
2.0,4691.0,16340.0,117,18.1,29.2,4,4.09,0.3,0.1,33.6,24.3,1,32.4,6.9,23.3,70,392.9,91.1,4,2,64.5,228.0,0.34,Coolant Loop Unit
7.7,15385.0,48116.0,19,66.3,69.6,12,5.01,0.64,0.42,47.1,32.5,3,23.9,6.9,34.3,104,410.3,72.6,8,1,20.0,66.0,0.82,X-Ray Tube Anode
1.1,2273.0,8118.0,14,7.6,17.8,4,4.31,0.15,0.1,35.0,23.3,0,31.9,7.5,22.2,66,390.3,92.1,4,0,73.5,250.0,0.27,Coolant Loop Unit
9.1,17196.0,65203.0,127,73.6,71.6,13,4.91,0.75,0.43,45.7,27.3,1,24.8,4.9,41.2,108,401.7,62.2,9,1,17.9,58.0,0.81,X-Ray Tube Anode
4.2,9379.0,25625.0,149,39.0,37.6,6,4.71,0.52,0.38,48.0,26.5,1,29.5,6.1,28.2,76,407.1,85.1,6,1,44.8,152.0,0.56,Coolant Loop Unit
0.5,917.0,2913.0,143,5.0,21.3,2,4.26,0.13,0.07,31.5,24.2,1,30.0,6.8,20.1,63,393.5,95.5,3,2,70.6,235.0,0.27,Coolant Loop Unit
6.4,14149.0,44031.0,3,58.7,52.6,9,4.73,0.69,0.44,47.3,31.1,1,25.7,6.6,33.6,102,408.9,74.6,7,2,32.3,108.0,0.67,X-Ray Tube Anode
1.0,2502.0,8836.0,37,5.7,23.5,1,4.41,0.12,0.17,38.0,25.6,0,31.3,7.7,24.8,72,405.1,94.9,5,1,74.3,253.0,0.24,Coolant Loop Unit
3.7,8909.0,25612.0,117,24.6,35.7,3,4.62,0.3,0.28,40.7,25.8,5,27.2,6.4,26.0,80,427.6,88.8,3,3,50.1,170.0,0.49,Detector Array
8.6,18247.0,63142.0,174,72.8,69.9,15,5.03,0.78,0.47,46.9,30.1,1,25.6,5.3,38.8,107,401.4,72.3,10,0,23.5,67.0,0.77,X-Ray Tube Anode
1.2,2590.0,9885.0,16,5.0,14.4,2,4.23,0.22,0.11,35.2,23.4,0,33.6,7.6,20.7,65,415.2,91.9,2,2,70.4,252.0,0.33,Coolant Loop Unit
10.2,18821.0,58858.0,142,80.1,73.3,17,5.27,0.81,0.48,42.1,34.1,2,21.2,4.6,41.6,109,390.6,69.4,12,3,5.0,25.0,0.95,X-Ray Tube Anode
0.5,1234.0,4773.0,9,5.0,28.6,2,4.23,0.02,0.09,31.7,26.4,2,31.7,7.4,29.5,87,393.9,98.3,4,0,72.1,239.0,0.26,Coolant Loop Unit
3.3,7928.0,31633.0,7,43.1,47.5,6,4.43,0.41,0.34,46.2,25.6,3,26.8,6.9,30.8,92,409.1,89.0,7,2,35.0,116.0,0.65,X-Ray Tube Anode
9.0,17782.0,47284.0,142,68.5,72.2,13,5.09,0.73,0.43,43.3,30.3,0,25.6,4.6,39.9,106,395.8,64.5,10,0,27.1,91.0,0.69,X-Ray Tube Anode
4.1,8667.0,24697.0,134,34.5,41.5,6,4.49,0.34,0.16,40.2,26.9,1,30.9,6.1,32.5,90,396.5,84.4,5,1,53.2,184.0,0.49,Coolant Loop Unit
1.7,3991.0,15666.0,15,5.0,22.0,4,4.2,0.1,0.16,37.1,23.0,1,31.9,7.4,25.0,73,415.3,92.9,4,1,65.6,225.0,0.33,Coolant Loop Unit
4.6,11207.0,44129.0,72,36.0,46.5,5,4.85,0.42,0.29,37.8,24.9,1,29.2,7.2,30.4,93,405.7,77.5,5,0,59.5,197.0,0.44,Coolant Loop Unit
3.6,7112.0,18821.0,162,15.0,39.5,3,4.36,0.11,0.24,42.3,27.6,1,33.7,5.9,28.8,87,404.6,86.2,2,0,61.0,219.0,0.41,Coolant Loop Unit
10.2,22272.0,56181.0,104,97.7,80.6,19,5.37,0.96,0.67,50.7,30.5,0,21.9,5.2,37.7,112,402.6,65.7,17,4,5.0,15.0,0.95,X-Ray Tube Anode
4.1,7939.0,21767.0,129,28.1,30.3,4,4.61,0.29,0.09,36.3,27.5,0,28.1,6.0,26.1,79,403.3,83.1,5,0,64.3,228.0,0.35,Coolant Loop Unit
9.6,17914.0,71547.0,96,82.3,79.7,16,5.26,0.77,0.58,48.7,31.6,0,23.9,5.4,39.1,105,386.3,63.2,17,6,5.0,14.0,0.94,X-Ray Tube Anode
10.8,26222.0,72635.0,122,83.4,87.4,17,5.06,0.81,0.66,46.5,31.8,2,27.4,4.4,42.5,124,401.6,64.5,15,3,5.0,22.0,0.94,X-Ray Tube Anode
5.5,13033.0,42406.0,115,64.5,75.0,14,4.97,0.63,0.4,46.9,27.4,2,27.0,5.5,34.6,93,394.7,80.4,8,0,22.6,79.0,0.77,X-Ray Tube Anode
11.0,25569.0,96463.0,148,98.0,88.3,20,5.38,1.01,0.68,53.8,34.4,2,20.8,3.8,42.5,118,408.4,60.4,19,6,5.0,13.0,0.94,X-Ray Tube Anode
4.8,8876.0,22461.0,80,38.2,46.1,7,4.7,0.5,0.24,42.6,28.0,1,29.4,6.3,29.7,81,394.6,82.6,6,1,47.6,165.0,0.54,X-Ray Tube Anode
11.6,27700.0,94366.0,7,98.0,91.5,20,5.42,0.96,0.92,54.2,32.3,2,23.6,5.9,39.2,113,395.8,60.2,17,4,5.0,18.0,0.98,X-Ray Tube Anode
1.5,3216.0,9378.0,135,17.1,33.1,2,4.79,0.22,0.16,38.7,24.6,0,32.2,6.4,27.7,86,389.3,96.3,2,1,64.0,222.0,0.36,Coolant Loop Unit
8.4,17135.0,65001.0,50,65.5,68.6,13,4.81,0.67,0.58,52.5,32.6,0,26.1,5.8,38.2,109,405.3,72.6,15,0,18.6,59.0,0.84,X-Ray Tube Anode
6.2,13486.0,39448.0,130,44.4,58.6,11,4.88,0.44,0.42,48.1,27.4,1,29.6,6.1,33.6,95,411.6,78.7,9,0,35.9,122.0,0.61,X-Ray Tube Anode
5.0,9241.0,32623.0,47,27.3,44.0,6,4.71,0.28,0.35,48.6,26.7,0,29.6,6.4,27.2,79,393.0,85.5,7,1,46.3,161.0,0.54,Coolant Loop Unit
7.8,18116.0,63611.0,14,62.7,63.8,12,5.03,0.58,0.57,45.1,30.5,0,25.6,5.9,34.9,104,394.8,66.3,12,0,23.1,69.0,0.77,X-Ray Tube Anode
8.6,18974.0,53738.0,31,78.9,74.5,17,5.05,0.74,0.58,45.1,33.1,0,25.0,5.4,39.6,100,408.2,72.2,15,6,5.0,11.0,0.92,X-Ray Tube Anode
0.6,1062.0,2711.0,50,5.0,26.3,0,4.51,0.23,0.17,39.1,24.8,1,28.5,6.8,26.1,75,399.7,96.5,2,0,71.1,242.0,0.28,Coolant Loop Unit
2.4,4675.0,14557.0,41,5.6,23.0,3,3.94,0.12,0.19,40.3,23.7,0,28.6,7.6,23.1,75,401.9,87.1,3,0,78.2,267.0,0.24,Coolant Loop Unit
8.7,16782.0,49235.0,14,70.1,68.2,12,4.94,0.58,0.68,49.5,30.0,1,24.5,6.1,36.8,100,404.4,71.7,12,1,12.1,41.0,0.83,X-Ray Tube Anode
8.2,15020.0,55776.0,133,42.7,40.2,8,4.89,0.45,0.53,45.4,28.2,1,27.6,6.5,27.3,86,398.2,70.6,10,2,33.0,116.0,0.67,X-Ray Tube Anode
11.6,25674.0,95008.0,5,98.0,82.1,19,5.32,0.9,0.64,53.0,33.5,0,23.1,6.0,41.0,111,397.2,61.2,17,5,5.0,16.0,0.94,X-Ray Tube Anode
9.3,22096.0,70387.0,157,98.0,88.4,21,5.62,0.98,0.63,48.5,30.5,3,22.3,4.5,41.8,112,392.7,65.9,19,5,5.0,22.0,0.96,X-Ray Tube Anode
11.4,20721.0,70654.0,5,72.4,77.1,15,4.84,0.75,0.63,45.3,31.4,0,26.5,5.3,37.5,101,391.9,60.1,16,2,5.9,22.0,0.96,X-Ray Tube Anode
8.6,15737.0,53606.0,113,71.4,65.5,17,4.89,0.75,0.47,42.1,27.7,0,26.2,5.7,37.6,104,385.0,68.5,11,1,15.9,48.0,0.85,X-Ray Tube Anode
3.9,8644.0,32336.0,118,37.4,46.6,6,4.57,0.43,0.34,43.1,28.9,0,27.2,6.5,30.4,85,401.3,85.3,4,0,51.6,176.0,0.5,Coolant Loop Unit
1.7,4063.0,12748.0,96,12.3,25.5,4,4.41,0.19,0.22,48.9,25.7,0,33.2,6.9,24.6,85,401.3,91.3,5,0,63.2,214.0,0.39,Coolant Loop Unit
9.5,19255.0,56092.0,36,73.4,63.5,13,5.05,0.69,0.45,42.1,28.2,0,26.1,5.8,36.2,98,403.7,62.2,7,0,30.7,101.0,0.69,X-Ray Tube Anode
7.9,16169.0,46851.0,79,69.9,78.1,12,4.97,0.73,0.58,46.9,33.7,0,22.4,4.7,39.7,109,407.1,68.3,17,2,5.9,12.0,0.89,X-Ray Tube Anode
1.1,2337.0,7724.0,19,9.0,33.4,2,4.52,0.23,0.07,43.8,26.5,2,32.5,7.7,23.8,72,401.8,96.0,3,1,65.6,217.0,0.36,Coolant Loop Unit
4.6,9244.0,29337.0,22,16.2,22.9,5,4.62,0.34,0.25,39.0,25.1,2,32.3,7.6,22.7,62,388.9,81.1,5,0,61.4,205.0,0.37,Coolant Loop Unit
11.5,20920.0,66111.0,162,98.0,93.0,19,5.31,0.97,0.56,48.7,32.9,0,20.4,3.6,41.6,109,394.5,60.4,18,3,5.0,22.0,0.96,X-Ray Tube Anode
6.3,14477.0,38172.0,56,61.4,59.9,10,4.68,0.65,0.5,51.6,29.2,0,26.5,6.3,36.1,111,392.1,76.7,11,0,29.1,97.0,0.68,X-Ray Tube Anode
5.5,12256.0,43850.0,17,48.6,63.9,8,4.46,0.56,0.36,40.0,29.1,1,28.3,6.3,32.5,96,392.3,78.4,5,3,29.8,107.0,0.69,X-Ray Tube Anode
5.8,12717.0,35871.0,17,45.1,47.6,9,4.78,0.58,0.34,41.5,26.6,0,25.9,7.5,33.3,93,404.5,84.1,6,1,44.3,146.0,0.57,X-Ray Tube Anode
2.9,6731.0,18815.0,146,25.4,32.6,5,4.6,0.3,0.2,37.8,27.8,1,31.2,5.9,25.6,74,400.5,87.0,5,1,57.5,192.0,0.42,Coolant Loop Unit
4.7,10773.0,33602.0,173,53.2,58.6,8,4.85,0.61,0.19,34.7,28.3,0,26.2,5.3,35.6,96,392.9,82.9,4,2,44.8,150.0,0.52,X-Ray Tube Anode
4.8,9240.0,26257.0,78,39.1,54.0,6,4.66,0.41,0.23,44.7,27.7,1,27.3,6.6,35.7,103,405.9,87.6,4,1,45.7,154.0,0.52,Coolant Loop Unit
1.1,2256.0,7615.0,56,12.0,22.3,4,4.22,0.22,0.01,33.5,24.5,1,31.3,7.5,23.6,66,398.3,97.9,3,0,72.0,246.0,0.3,Coolant Loop Unit
9.3,17612.0,53843.0,80,60.5,66.5,12,5.02,0.69,0.5,43.3,32.1,1,26.6,5.6,35.3,98,394.1,67.3,12,0,25.9,91.0,0.73,X-Ray Tube Anode
5.3,10002.0,31742.0,50,37.2,37.3,9,4.9,0.37,0.37,41.8,28.2,0,30.1,6.8,27.6,77,403.3,78.4,6,1,46.6,165.0,0.53,X-Ray Tube Anode
10.0,22631.0,74813.0,58,90.9,92.0,18,4.96,0.89,0.7,53.1,32.5,0,25.5,4.9,41.3,114,411.0,58.1,18,3,5.0,6.0,0.94,X-Ray Tube Anode
10.3,24680.0,69235.0,18,98.0,80.2,22,5.36,1.03,0.81,53.1,33.5,0,20.8,5.6,35.4,101,394.9,55.2,19,5,5.0,27.0,0.92,X-Ray Tube Anode
2.9,7268.0,19869.0,135,25.7,46.3,4,4.36,0.36,0.33,39.8,27.7,0,30.2,5.6,32.2,89,392.5,87.6,7,0,55.5,183.0,0.44,Coolant Loop Unit
8.1,18052.0,68971.0,76,79.6,75.6,17,4.93,0.87,0.49,47.0,29.8,0,25.7,5.9,33.9,94,403.6,76.0,14,4,5.0,18.0,0.97,X-Ray Tube Anode
5.9,11441.0,36045.0,10,36.6,44.6,6,4.47,0.47,0.36,45.3,26.6,0,29.8,7.4,26.0,78,401.4,75.9,4,3,43.9,154.0,0.55,X-Ray Tube Anode
10.6,19905.0,62066.0,69,80.2,85.6,15,5.22,0.8,0.58,47.6,34.3,0,21.8,5.5,41.0,113,396.6,58.8,13,4,5.0,20.0,0.91,X-Ray Tube Anode
3.0,7062.0,18032.0,85,27.5,49.0,4,4.59,0.46,0.07,35.8,31.0,0,28.9,6.3,29.6,91,395.2,87.9,3,0,64.5,225.0,0.37,Coolant Loop Unit
8.3,18291.0,59391.0,131,61.0,65.7,13,5.15,0.66,0.44,47.7,30.4,2,26.5,5.4,37.0,101,401.2,70.4,10,0,26.8,96.0,0.73,X-Ray Tube Anode
7.5,16722.0,55704.0,83,66.5,59.1,13,5.0,0.55,0.48,45.1,28.2,2,25.3,5.3,37.7,102,390.7,73.6,10,3,10.0,36.0,0.9,X-Ray Tube Anode
3.9,9144.0,30525.0,109,31.9,42.5,6,4.32,0.37,0.28,46.0,26.9,3,30.1,6.5,28.6,89,396.7,88.8,6,2,41.9,146.0,0.59,Coolant Loop Unit
2.1,4747.0,16902.0,44,30.3,41.8,6,4.53,0.35,0.22,37.5,25.9,0,30.1,6.8,27.4,75,394.5,89.1,4,0,59.8,197.0,0.37,Coolant Loop Unit
8.0,19058.0,52720.0,142,73.0,71.4,14,4.87,0.8,0.6,45.8,29.6,0,23.2,4.6,41.8,127,392.7,74.8,14,1,10.4,32.0,0.89,X-Ray Tube Anode
9.0,16543.0,47616.0,132,69.0,69.7,16,4.85,0.7,0.35,40.0,29.3,1,26.6,5.6,38.2,97,402.0,69.5,11,2,16.3,51.0,0.84,X-Ray Tube Anode
4.1,9594.0,35654.0,18,28.5,30.3,7,4.63,0.41,0.35,41.9,25.5,0,30.2,7.3,27.1,80,414.8,82.8,5,0,56.0,179.0,0.44,X-Ray Tube Anode
7.9,18963.0,74347.0,93,77.7,78.6,14,5.16,0.83,0.57,47.5,31.6,0,21.5,5.5,40.8,112,387.6,68.5,16,6,5.0,12.0,0.95,X-Ray Tube Anode
5.0,10089.0,27281.0,38,37.0,50.2,7,4.73,0.38,0.37,39.1,27.8,1,28.2,6.8,30.3,83,406.9,77.4,8,1,42.7,140.0,0.6,X-Ray Tube Anode
8.7,19565.0,63516.0,148,72.0,62.7,15,5.01,0.74,0.66,49.7,29.2,2,25.7,4.9,35.0,93,400.8,72.0,13,2,5.0,12.0,0.96,X-Ray Tube Anode
2.8,5638.0,15905.0,172,45.2,53.1,11,4.86,0.47,0.19,40.9,29.5,0,26.5,5.7,30.7,91,368.4,88.3,8,1,42.3,147.0,0.59,X-Ray Tube Anode
10.7,26528.0,68710.0,51,98.0,90.0,23,5.31,0.99,0.86,49.5,32.5,1,22.9,4.9,44.0,114,397.1,60.5,20,4,5.0,13.0,0.95,X-Ray Tube Anode
3.8,6938.0,20734.0,19,26.1,41.9,4,4.68,0.3,0.16,37.0,26.8,3,29.5,6.3,29.9,89,427.4,86.4,6,2,50.0,174.0,0.45,Coolant Loop Unit
4.7,10433.0,28330.0,120,48.9,46.0,10,4.84,0.54,0.25,42.3,27.3,0,29.4,6.3,31.5,94,383.6,79.1,7,0,42.4,136.0,0.57,X-Ray Tube Anode
1.2,2239.0,7981.0,68,5.0,26.0,2,4.23,0.13,0.14,34.9,27.4,1,31.8,7.2,20.6,60,409.5,99.5,4,0,72.5,243.0,0.27,Coolant Loop Unit
1.8,4097.0,13522.0,66,19.6,29.3,5,4.47,0.27,0.13,36.9,24.8,1,33.9,7.1,27.1,82,403.4,93.8,7,1,59.6,201.0,0.4,Coolant Loop Unit
6.4,12370.0,33595.0,141,53.6,57.6,8,4.84,0.68,0.4,47.1,29.8,3,24.6,5.8,32.7,89,392.8,77.4,5,0,33.7,121.0,0.66,X-Ray Tube Anode
3.6,7029.0,17669.0,158,30.1,46.5,6,4.8,0.35,0.4,49.1,26.5,0,30.1,5.2,27.2,85,404.0,86.2,5,1,46.8,159.0,0.54,Coolant Loop Unit
10.1,21692.0,80527.0,98,98.0,92.7,21,5.41,0.89,0.66,50.8,33.7,2,22.1,4.3,41.2,113,403.4,59.5,19,3,5.0,18.0,0.97,X-Ray Tube Anode
0.7,1633.0,4513.0,158,5.0,15.9,4,4.26,0.2,0.11,36.9,24.7,2,32.8,6.2,21.7,70,399.5,99.8,4,1,63.9,212.0,0.34,Coolant Loop Unit
4.9,9467.0,32278.0,179,50.2,56.9,8,4.77,0.6,0.23,38.6,30.5,2,28.8,5.0,32.8,103,397.5,88.8,7,2,33.9,120.0,0.66,X-Ray Tube Anode
4.4,8325.0,25021.0,88,37.1,55.3,8,4.77,0.33,0.14,40.7,28.1,2,26.5,6.1,32.7,94,396.9,81.1,7,0,52.8,179.0,0.5,Coolant Loop Unit
0.7,1684.0,5688.0,176,14.0,22.9,7,4.47,0.19,0.09,40.4,23.1,1,32.9,7.1,24.5,75,402.4,93.7,8,2,56.3,183.0,0.4,Coolant Loop Unit
1.9,4151.0,12342.0,33,19.3,40.6,3,4.39,0.3,0.25,36.9,25.7,2,31.3,6.8,28.1,77,404.2,89.7,2,1,63.2,218.0,0.36,Coolant Loop Unit
5.3,12818.0,33716.0,105,66.3,70.5,14,4.82,0.72,0.37,45.8,31.9,2,23.8,5.4,36.2,103,407.8,78.4,11,0,21.7,75.0,0.74,X-Ray Tube Anode
6.2,11735.0,33263.0,74,44.4,56.5,7,4.6,0.5,0.4,41.9,31.9,1,28.7,5.5,33.9,94,398.7,81.8,5,3,34.4,115.0,0.65,Coolant Loop Unit
